regionalStudentHistory,regionalStudentHistory.StudentHistoryID,regionalStudentHistory.StudentID,regionalStudentHistory.CourseInfoID
ETL.Transfer.Models.regionalStudentHistory,3296,661,1379
ETL.Transfer.Models.regionalStudentHistory,3297,662,1386
ETL.Transfer.Models.regionalStudentHistory,3298,663,1171
ETL.Transfer.Models.regionalStudentHistory,3299,663,1271
ETL.Transfer.Models.regionalStudentHistory,3300,663,1272
ETL.Transfer.Models.regionalStudentHistory,3301,663,1383
ETL.Transfer.Models.regionalStudentHistory,3302,663,1384
ETL.Transfer.Models.regionalStudentHistory,3303,664,1055
ETL.Transfer.Models.regionalStudentHistory,3305,666,1160
ETL.Transfer.Models.regionalStudentHistory,3314,668,1162
ETL.Transfer.Models.regionalStudentHistory,3332,669,565
ETL.Transfer.Models.regionalStudentHistory,3337,669,646
ETL.Transfer.Models.regionalStudentHistory,3341,669,683
ETL.Transfer.Models.regionalStudentHistory,3347,669,905
ETL.Transfer.Models.regionalStudentHistory,3355,669,1148
ETL.Transfer.Models.regionalStudentHistory,3356,669,1215
ETL.Transfer.Models.regionalStudentHistory,3357,669,1265
ETL.Transfer.Models.regionalStudentHistory,3359,670,1265
ETL.Transfer.Models.regionalStudentHistory,3360,671,1396
ETL.Transfer.Models.regionalStudentHistory,3361,671,1397
ETL.Transfer.Models.regionalStudentHistory,3362,672,1396
ETL.Transfer.Models.regionalStudentHistory,3363,673,1271
ETL.Transfer.Models.regionalStudentHistory,3366,674,1016
ETL.Transfer.Models.regionalStudentHistory,3367,674,1055
ETL.Transfer.Models.regionalStudentHistory,3369,674,1170
ETL.Transfer.Models.regionalStudentHistory,3370,674,1216
ETL.Transfer.Models.regionalStudentHistory,3371,674,1217
ETL.Transfer.Models.regionalStudentHistory,3372,674,1221
ETL.Transfer.Models.regionalStudentHistory,3375,674,1318
ETL.Transfer.Models.regionalStudentHistory,3376,674,1322
ETL.Transfer.Models.regionalStudentHistory,3377,674,1323
ETL.Transfer.Models.regionalStudentHistory,3378,674,1022
ETL.Transfer.Models.regionalStudentHistory,3381,674,1107
ETL.Transfer.Models.regionalStudentHistory,3382,674,1109
ETL.Transfer.Models.regionalStudentHistory,3384,675,391
ETL.Transfer.Models.regionalStudentHistory,3385,676,182
ETL.Transfer.Models.regionalStudentHistory,3387,676,216
ETL.Transfer.Models.regionalStudentHistory,3393,676,497
ETL.Transfer.Models.regionalStudentHistory,3403,678,153
ETL.Transfer.Models.regionalStudentHistory,3404,678,155
ETL.Transfer.Models.regionalStudentHistory,3406,679,434
ETL.Transfer.Models.regionalStudentHistory,3407,679,436
ETL.Transfer.Models.regionalStudentHistory,3411,679,498
ETL.Transfer.Models.regionalStudentHistory,3430,679,1225
ETL.Transfer.Models.regionalStudentHistory,3432,680,1367
ETL.Transfer.Models.regionalStudentHistory,3433,680,1375
ETL.Transfer.Models.regionalStudentHistory,3434,680,1376
ETL.Transfer.Models.regionalStudentHistory,3435,680,1377
ETL.Transfer.Models.regionalStudentHistory,3436,681,1378
ETL.Transfer.Models.regionalStudentHistory,3437,681,1381
ETL.Transfer.Models.regionalStudentHistory,3438,682,1375
ETL.Transfer.Models.regionalStudentHistory,3439,683,1262
ETL.Transfer.Models.regionalStudentHistory,3462,686,216
ETL.Transfer.Models.regionalStudentHistory,3473,686,564
ETL.Transfer.Models.regionalStudentHistory,3495,687,649
ETL.Transfer.Models.regionalStudentHistory,3496,687,682
ETL.Transfer.Models.regionalStudentHistory,3505,687,976
ETL.Transfer.Models.regionalStudentHistory,3509,687,766
ETL.Transfer.Models.regionalStudentHistory,3511,688,1390
ETL.Transfer.Models.regionalStudentHistory,3512,688,1391
ETL.Transfer.Models.regionalStudentHistory,3513,689,904
ETL.Transfer.Models.regionalStudentHistory,3518,690,1023
ETL.Transfer.Models.regionalStudentHistory,3520,691,1386
ETL.Transfer.Models.regionalStudentHistory,3530,692,432
ETL.Transfer.Models.regionalStudentHistory,3531,692,691
ETL.Transfer.Models.regionalStudentHistory,3533,692,236
ETL.Transfer.Models.regionalStudentHistory,3537,694,1384
ETL.Transfer.Models.regionalStudentHistory,3543,696,320
ETL.Transfer.Models.regionalStudentHistory,3544,697,1390
ETL.Transfer.Models.regionalStudentHistory,3546,699,1207
ETL.Transfer.Models.regionalStudentHistory,3547,699,1208
ETL.Transfer.Models.regionalStudentHistory,3549,700,1383
ETL.Transfer.Models.regionalStudentHistory,3550,700,1384
ETL.Transfer.Models.regionalStudentHistory,3552,702,1375
ETL.Transfer.Models.regionalStudentHistory,3553,703,500
ETL.Transfer.Models.regionalStudentHistory,3554,704,1375
ETL.Transfer.Models.regionalStudentHistory,3557,706,1449
ETL.Transfer.Models.regionalStudentHistory,3564,708,1272
ETL.Transfer.Models.regionalStudentHistory,3565,708,1385
ETL.Transfer.Models.regionalStudentHistory,3574,709,905
ETL.Transfer.Models.regionalStudentHistory,3575,709,940
ETL.Transfer.Models.regionalStudentHistory,3577,710,1116
ETL.Transfer.Models.regionalStudentHistory,3578,711,1388
ETL.Transfer.Models.regionalStudentHistory,3579,711,1389
ETL.Transfer.Models.regionalStudentHistory,3581,713,1391
ETL.Transfer.Models.regionalStudentHistory,3585,714,692
ETL.Transfer.Models.regionalStudentHistory,3586,714,729
ETL.Transfer.Models.regionalStudentHistory,3590,716,648
ETL.Transfer.Models.regionalStudentHistory,3592,716,682
ETL.Transfer.Models.regionalStudentHistory,3609,718,246
ETL.Transfer.Models.regionalStudentHistory,3610,718,691
ETL.Transfer.Models.regionalStudentHistory,3611,719,1163
ETL.Transfer.Models.regionalStudentHistory,3612,720,1270
ETL.Transfer.Models.regionalStudentHistory,3613,720,1383
ETL.Transfer.Models.regionalStudentHistory,3614,721,1323
ETL.Transfer.Models.regionalStudentHistory,3615,722,1269
ETL.Transfer.Models.regionalStudentHistory,3617,722,1450
ETL.Transfer.Models.regionalStudentHistory,3618,723,1262
ETL.Transfer.Models.regionalStudentHistory,3619,724,1270
ETL.Transfer.Models.regionalStudentHistory,3620,724,1272
ETL.Transfer.Models.regionalStudentHistory,3621,725,1394
ETL.Transfer.Models.regionalStudentHistory,3622,725,1361
ETL.Transfer.Models.regionalStudentHistory,3623,726,1393
ETL.Transfer.Models.regionalStudentHistory,3624,727,569
ETL.Transfer.Models.regionalStudentHistory,3634,729,1018
ETL.Transfer.Models.regionalStudentHistory,3644,731,564
ETL.Transfer.Models.regionalStudentHistory,3660,731,1149
ETL.Transfer.Models.regionalStudentHistory,3661,731,1215
ETL.Transfer.Models.regionalStudentHistory,3662,731,1224
ETL.Transfer.Models.regionalStudentHistory,3664,731,1361
ETL.Transfer.Models.regionalStudentHistory,3665,731,1362
ETL.Transfer.Models.regionalStudentHistory,3667,731,392
ETL.Transfer.Models.regionalStudentHistory,3668,732,1270
ETL.Transfer.Models.regionalStudentHistory,3669,733,1383
ETL.Transfer.Models.regionalStudentHistory,3670,734,1396
ETL.Transfer.Models.regionalStudentHistory,3671,734,1397
ETL.Transfer.Models.regionalStudentHistory,3672,735,1216
ETL.Transfer.Models.regionalStudentHistory,3673,735,1371
ETL.Transfer.Models.regionalStudentHistory,3674,735,1390
ETL.Transfer.Models.regionalStudentHistory,3675,735,1391
ETL.Transfer.Models.regionalStudentHistory,3676,735,1392
ETL.Transfer.Models.regionalStudentHistory,3677,736,126
ETL.Transfer.Models.regionalStudentHistory,3682,738,1164
ETL.Transfer.Models.regionalStudentHistory,3684,739,870
ETL.Transfer.Models.regionalStudentHistory,3688,740,866
ETL.Transfer.Models.regionalStudentHistory,3689,741,1265
ETL.Transfer.Models.regionalStudentHistory,3690,742,1210
ETL.Transfer.Models.regionalStudentHistory,3691,742,1223
ETL.Transfer.Models.regionalStudentHistory,3692,742,1224
ETL.Transfer.Models.regionalStudentHistory,3694,742,1265
ETL.Transfer.Models.regionalStudentHistory,3695,742,1267
ETL.Transfer.Models.regionalStudentHistory,3696,742,1270
ETL.Transfer.Models.regionalStudentHistory,3697,742,1274
ETL.Transfer.Models.regionalStudentHistory,3704,742,1363
ETL.Transfer.Models.regionalStudentHistory,3706,742,1448
ETL.Transfer.Models.regionalStudentHistory,3708,743,1318
ETL.Transfer.Models.regionalStudentHistory,3713,746,1268
ETL.Transfer.Models.regionalStudentHistory,3716,747,73
ETL.Transfer.Models.regionalStudentHistory,3718,748,1317
ETL.Transfer.Models.regionalStudentHistory,3719,748,1451
ETL.Transfer.Models.regionalStudentHistory,3721,750,1375
ETL.Transfer.Models.regionalStudentHistory,3723,751,1304
ETL.Transfer.Models.regionalStudentHistory,3724,751,1305
ETL.Transfer.Models.regionalStudentHistory,3725,751,1310
ETL.Transfer.Models.regionalStudentHistory,3726,751,1320
ETL.Transfer.Models.regionalStudentHistory,3727,751,1322
ETL.Transfer.Models.regionalStudentHistory,3728,751,1365
ETL.Transfer.Models.regionalStudentHistory,3729,752,1380
ETL.Transfer.Models.regionalStudentHistory,3733,753,1220
ETL.Transfer.Models.regionalStudentHistory,3735,753,1319
ETL.Transfer.Models.regionalStudentHistory,3736,753,1447
ETL.Transfer.Models.regionalStudentHistory,3756,754,766
ETL.Transfer.Models.regionalStudentHistory,3766,754,214
ETL.Transfer.Models.regionalStudentHistory,3767,755,1379
ETL.Transfer.Models.regionalStudentHistory,3768,755,1369
ETL.Transfer.Models.regionalStudentHistory,3777,758,1265
ETL.Transfer.Models.regionalStudentHistory,3778,758,1396
ETL.Transfer.Models.regionalStudentHistory,3779,758,1397
ETL.Transfer.Models.regionalStudentHistory,3780,759,1152
ETL.Transfer.Models.regionalStudentHistory,3781,759,1156
ETL.Transfer.Models.regionalStudentHistory,3782,759,1163
ETL.Transfer.Models.regionalStudentHistory,3783,759,1208
ETL.Transfer.Models.regionalStudentHistory,3784,759,1082
ETL.Transfer.Models.regionalStudentHistory,3785,759,1113
ETL.Transfer.Models.regionalStudentHistory,3786,759,1213
ETL.Transfer.Models.regionalStudentHistory,3787,759,1310
ETL.Transfer.Models.regionalStudentHistory,3788,759,1320
ETL.Transfer.Models.regionalStudentHistory,3789,759,1322
ETL.Transfer.Models.regionalStudentHistory,3790,759,1362
ETL.Transfer.Models.regionalStudentHistory,3791,759,1365
ETL.Transfer.Models.regionalStudentHistory,3792,759,1381
ETL.Transfer.Models.regionalStudentHistory,3793,759,1450
ETL.Transfer.Models.regionalStudentHistory,3794,760,1382
ETL.Transfer.Models.regionalStudentHistory,3796,761,684
ETL.Transfer.Models.regionalStudentHistory,3797,761,1017
ETL.Transfer.Models.regionalStudentHistory,3801,762,684
ETL.Transfer.Models.regionalStudentHistory,3807,762,975
ETL.Transfer.Models.regionalStudentHistory,3809,762,1152
ETL.Transfer.Models.regionalStudentHistory,3810,762,1210
ETL.Transfer.Models.regionalStudentHistory,3811,762,1214
ETL.Transfer.Models.regionalStudentHistory,3814,764,1141
ETL.Transfer.Models.regionalStudentHistory,3826,764,1307
ETL.Transfer.Models.regionalStudentHistory,3828,765,1140
ETL.Transfer.Models.regionalStudentHistory,3830,766,50
ETL.Transfer.Models.regionalStudentHistory,3850,768,729
ETL.Transfer.Models.regionalStudentHistory,3852,769,499
ETL.Transfer.Models.regionalStudentHistory,3853,769,1011
ETL.Transfer.Models.regionalStudentHistory,3854,770,906
ETL.Transfer.Models.regionalStudentHistory,3855,770,731
ETL.Transfer.Models.regionalStudentHistory,3856,771,213
ETL.Transfer.Models.regionalStudentHistory,3857,771,769
ETL.Transfer.Models.regionalStudentHistory,3858,771,806
ETL.Transfer.Models.regionalStudentHistory,3860,772,568
ETL.Transfer.Models.regionalStudentHistory,3861,772,605
ETL.Transfer.Models.regionalStudentHistory,3873,772,1109
ETL.Transfer.Models.regionalStudentHistory,3874,772,1112
ETL.Transfer.Models.regionalStudentHistory,3875,772,1151
ETL.Transfer.Models.regionalStudentHistory,3877,772,1220
ETL.Transfer.Models.regionalStudentHistory,3878,772,1222
ETL.Transfer.Models.regionalStudentHistory,3879,772,1264
ETL.Transfer.Models.regionalStudentHistory,3880,772,1319
ETL.Transfer.Models.regionalStudentHistory,3881,772,1361
ETL.Transfer.Models.regionalStudentHistory,3882,772,1364
ETL.Transfer.Models.regionalStudentHistory,3883,772,1394
ETL.Transfer.Models.regionalStudentHistory,3888,772,1439
ETL.Transfer.Models.regionalStudentHistory,3889,772,1452
ETL.Transfer.Models.regionalStudentHistory,3890,772,1116
ETL.Transfer.Models.regionalStudentHistory,3891,773,1271
ETL.Transfer.Models.regionalStudentHistory,3892,774,867
ETL.Transfer.Models.regionalStudentHistory,3893,774,1259
ETL.Transfer.Models.regionalStudentHistory,3894,774,1169
ETL.Transfer.Models.regionalStudentHistory,3897,776,1209
ETL.Transfer.Models.regionalStudentHistory,3898,777,1166
ETL.Transfer.Models.regionalStudentHistory,3899,777,1258
ETL.Transfer.Models.regionalStudentHistory,3903,778,1021
ETL.Transfer.Models.regionalStudentHistory,3904,778,1160
ETL.Transfer.Models.regionalStudentHistory,3905,778,1218
ETL.Transfer.Models.regionalStudentHistory,3906,778,1221
ETL.Transfer.Models.regionalStudentHistory,3909,778,1262
ETL.Transfer.Models.regionalStudentHistory,3911,780,1381
ETL.Transfer.Models.regionalStudentHistory,3912,781,1390
ETL.Transfer.Models.regionalStudentHistory,3918,782,288
ETL.Transfer.Models.regionalStudentHistory,3922,782,391
ETL.Transfer.Models.regionalStudentHistory,3927,784,1263
ETL.Transfer.Models.regionalStudentHistory,3928,785,1163
ETL.Transfer.Models.regionalStudentHistory,3929,785,1208
ETL.Transfer.Models.regionalStudentHistory,3930,785,1320
ETL.Transfer.Models.regionalStudentHistory,3931,785,1365
ETL.Transfer.Models.regionalStudentHistory,3932,786,1323
ETL.Transfer.Models.regionalStudentHistory,3933,787,649
ETL.Transfer.Models.regionalStudentHistory,3935,787,692
ETL.Transfer.Models.regionalStudentHistory,3938,788,99
ETL.Transfer.Models.regionalStudentHistory,3941,790,1447
ETL.Transfer.Models.regionalStudentHistory,3943,791,1171
ETL.Transfer.Models.regionalStudentHistory,3944,791,1270
ETL.Transfer.Models.regionalStudentHistory,3945,791,1271
ETL.Transfer.Models.regionalStudentHistory,3946,791,1397
ETL.Transfer.Models.regionalStudentHistory,3947,792,1055
ETL.Transfer.Models.regionalStudentHistory,3949,793,1387
ETL.Transfer.Models.regionalStudentHistory,3951,795,1018
ETL.Transfer.Models.regionalStudentHistory,3952,795,1378
ETL.Transfer.Models.regionalStudentHistory,3953,795,1381
ETL.Transfer.Models.regionalStudentHistory,3955,797,1380
ETL.Transfer.Models.regionalStudentHistory,3958,800,603
ETL.Transfer.Models.regionalStudentHistory,3965,801,100
ETL.Transfer.Models.regionalStudentHistory,3966,801,215
ETL.Transfer.Models.regionalStudentHistory,3970,801,462
ETL.Transfer.Models.regionalStudentHistory,3974,801,770
ETL.Transfer.Models.regionalStudentHistory,3976,801,1214
ETL.Transfer.Models.regionalStudentHistory,3978,801,1398
ETL.Transfer.Models.regionalStudentHistory,3979,802,1388
ETL.Transfer.Models.regionalStudentHistory,3980,802,1389
ETL.Transfer.Models.regionalStudentHistory,3981,803,1381
ETL.Transfer.Models.regionalStudentHistory,3982,804,1011
ETL.Transfer.Models.regionalStudentHistory,3983,805,1381
ETL.Transfer.Models.regionalStudentHistory,3984,806,940
ETL.Transfer.Models.regionalStudentHistory,3994,809,685
ETL.Transfer.Models.regionalStudentHistory,3995,810,910
ETL.Transfer.Models.regionalStudentHistory,3999,812,1111
ETL.Transfer.Models.regionalStudentHistory,4000,813,321
ETL.Transfer.Models.regionalStudentHistory,4001,814,1271
ETL.Transfer.Models.regionalStudentHistory,4003,816,1156
ETL.Transfer.Models.regionalStudentHistory,4004,817,975
ETL.Transfer.Models.regionalStudentHistory,4005,818,1270
ETL.Transfer.Models.regionalStudentHistory,4006,819,1160
ETL.Transfer.Models.regionalStudentHistory,4007,819,1262
ETL.Transfer.Models.regionalStudentHistory,4008,820,1108
ETL.Transfer.Models.regionalStudentHistory,4009,821,1116
ETL.Transfer.Models.regionalStudentHistory,4010,822,1379
ETL.Transfer.Models.regionalStudentHistory,4011,823,692
ETL.Transfer.Models.regionalStudentHistory,4012,823,732
ETL.Transfer.Models.regionalStudentHistory,4017,823,1223
ETL.Transfer.Models.regionalStudentHistory,4018,824,684
ETL.Transfer.Models.regionalStudentHistory,4019,824,864
ETL.Transfer.Models.regionalStudentHistory,4020,825,1388
ETL.Transfer.Models.regionalStudentHistory,4024,827,100
ETL.Transfer.Models.regionalStudentHistory,4031,827,392
ETL.Transfer.Models.regionalStudentHistory,4034,827,459
ETL.Transfer.Models.regionalStudentHistory,4035,827,565
ETL.Transfer.Models.regionalStudentHistory,4041,828,907
ETL.Transfer.Models.regionalStudentHistory,4051,830,1052
ETL.Transfer.Models.regionalStudentHistory,4054,831,1378
ETL.Transfer.Models.regionalStudentHistory,4055,832,1324
ETL.Transfer.Models.regionalStudentHistory,4056,832,1448
ETL.Transfer.Models.regionalStudentHistory,4057,833,1375
ETL.Transfer.Models.regionalStudentHistory,4058,834,1264
ETL.Transfer.Models.regionalStudentHistory,4059,835,1320
ETL.Transfer.Models.regionalStudentHistory,4060,836,1081
ETL.Transfer.Models.regionalStudentHistory,4061,836,1270
ETL.Transfer.Models.regionalStudentHistory,4062,836,1383
ETL.Transfer.Models.regionalStudentHistory,4071,837,436
ETL.Transfer.Models.regionalStudentHistory,4076,837,565
ETL.Transfer.Models.regionalStudentHistory,4089,838,1436
ETL.Transfer.Models.regionalStudentHistory,4090,839,1208
ETL.Transfer.Models.regionalStudentHistory,4091,839,1212
ETL.Transfer.Models.regionalStudentHistory,4092,839,1379
ETL.Transfer.Models.regionalStudentHistory,4099,841,1451
ETL.Transfer.Models.regionalStudentHistory,4100,842,1207
ETL.Transfer.Models.regionalStudentHistory,4101,842,1212
ETL.Transfer.Models.regionalStudentHistory,4102,842,1310
ETL.Transfer.Models.regionalStudentHistory,4103,842,1450
ETL.Transfer.Models.regionalStudentHistory,4104,843,904
ETL.Transfer.Models.regionalStudentHistory,4105,843,1014
ETL.Transfer.Models.regionalStudentHistory,4106,844,1385
ETL.Transfer.Models.regionalStudentHistory,4107,845,1386
ETL.Transfer.Models.regionalStudentHistory,4108,846,1375
ETL.Transfer.Models.regionalStudentHistory,4109,847,1362
ETL.Transfer.Models.regionalStudentHistory,4111,847,1055
ETL.Transfer.Models.regionalStudentHistory,4113,847,1142
ETL.Transfer.Models.regionalStudentHistory,4114,847,1145
ETL.Transfer.Models.regionalStudentHistory,4115,847,1216
ETL.Transfer.Models.regionalStudentHistory,4116,847,1217
ETL.Transfer.Models.regionalStudentHistory,4117,847,1317
ETL.Transfer.Models.regionalStudentHistory,4118,847,1440
ETL.Transfer.Models.regionalStudentHistory,4119,847,1451
ETL.Transfer.Models.regionalStudentHistory,4120,848,1164
ETL.Transfer.Models.regionalStudentHistory,4122,850,1377
ETL.Transfer.Models.regionalStudentHistory,4123,851,1116
ETL.Transfer.Models.regionalStudentHistory,4124,852,1384
ETL.Transfer.Models.regionalStudentHistory,4125,852,1396
ETL.Transfer.Models.regionalStudentHistory,4126,852,1397
ETL.Transfer.Models.regionalStudentHistory,4127,853,1379
ETL.Transfer.Models.regionalStudentHistory,4128,854,1380
ETL.Transfer.Models.regionalStudentHistory,4129,855,1270
ETL.Transfer.Models.regionalStudentHistory,4130,856,730
ETL.Transfer.Models.regionalStudentHistory,4135,856,976
ETL.Transfer.Models.regionalStudentHistory,4137,856,1109
ETL.Transfer.Models.regionalStudentHistory,4138,856,1116
ETL.Transfer.Models.regionalStudentHistory,4139,856,1155
ETL.Transfer.Models.regionalStudentHistory,4144,856,1322
ETL.Transfer.Models.regionalStudentHistory,4145,856,1373
ETL.Transfer.Models.regionalStudentHistory,4161,861,1390
ETL.Transfer.Models.regionalStudentHistory,4164,863,1223
ETL.Transfer.Models.regionalStudentHistory,4166,865,1379
ETL.Transfer.Models.regionalStudentHistory,4167,865,1381
ETL.Transfer.Models.regionalStudentHistory,4170,867,1362
ETL.Transfer.Models.regionalStudentHistory,4175,867,216
ETL.Transfer.Models.regionalStudentHistory,4185,867,564
ETL.Transfer.Models.regionalStudentHistory,4195,867,1111
ETL.Transfer.Models.regionalStudentHistory,4196,867,1157
ETL.Transfer.Models.regionalStudentHistory,4198,867,1219
ETL.Transfer.Models.regionalStudentHistory,4199,867,1373
ETL.Transfer.Models.regionalStudentHistory,4214,870,1440
ETL.Transfer.Models.regionalStudentHistory,4215,870,1113
ETL.Transfer.Models.regionalStudentHistory,4217,872,869
ETL.Transfer.Models.regionalStudentHistory,4218,873,865
ETL.Transfer.Models.regionalStudentHistory,4219,873,1016
ETL.Transfer.Models.regionalStudentHistory,4220,873,1151
ETL.Transfer.Models.regionalStudentHistory,4221,874,1387
ETL.Transfer.Models.regionalStudentHistory,4222,875,1444
ETL.Transfer.Models.regionalStudentHistory,4223,876,1378
ETL.Transfer.Models.regionalStudentHistory,4225,877,1268
ETL.Transfer.Models.regionalStudentHistory,4229,877,1451
ETL.Transfer.Models.regionalStudentHistory,4230,878,1369
ETL.Transfer.Models.regionalStudentHistory,4231,878,1451
ETL.Transfer.Models.regionalStudentHistory,4232,879,910
ETL.Transfer.Models.regionalStudentHistory,4233,879,1217
ETL.Transfer.Models.regionalStudentHistory,4234,879,1317
ETL.Transfer.Models.regionalStudentHistory,4236,879,128
ETL.Transfer.Models.regionalStudentHistory,4237,880,1272
ETL.Transfer.Models.regionalStudentHistory,4238,880,1385
ETL.Transfer.Models.regionalStudentHistory,4240,882,1390
ETL.Transfer.Models.regionalStudentHistory,4241,882,1391
ETL.Transfer.Models.regionalStudentHistory,4243,884,687
ETL.Transfer.Models.regionalStudentHistory,4244,885,1015
ETL.Transfer.Models.regionalStudentHistory,4245,886,1307
ETL.Transfer.Models.regionalStudentHistory,4247,887,218
ETL.Transfer.Models.regionalStudentHistory,4249,887,247
ETL.Transfer.Models.regionalStudentHistory,4250,887,248
ETL.Transfer.Models.regionalStudentHistory,4260,889,1447
ETL.Transfer.Models.regionalStudentHistory,4261,890,494
ETL.Transfer.Models.regionalStudentHistory,4267,892,1116
ETL.Transfer.Models.regionalStudentHistory,4275,896,216
ETL.Transfer.Models.regionalStudentHistory,4278,896,288
ETL.Transfer.Models.regionalStudentHistory,4282,896,391
ETL.Transfer.Models.regionalStudentHistory,4283,896,434
ETL.Transfer.Models.regionalStudentHistory,4303,897,862
ETL.Transfer.Models.regionalStudentHistory,4310,898,733
ETL.Transfer.Models.regionalStudentHistory,4312,898,770
ETL.Transfer.Models.regionalStudentHistory,4318,898,1214
ETL.Transfer.Models.regionalStudentHistory,4319,899,728
ETL.Transfer.Models.regionalStudentHistory,4320,899,692
ETL.Transfer.Models.regionalStudentHistory,4327,899,1143
ETL.Transfer.Models.regionalStudentHistory,4334,900,433
ETL.Transfer.Models.regionalStudentHistory,4341,901,1309
ETL.Transfer.Models.regionalStudentHistory,4342,901,1398
ETL.Transfer.Models.regionalStudentHistory,4343,901,1449
ETL.Transfer.Models.regionalStudentHistory,4349,904,1080
ETL.Transfer.Models.regionalStudentHistory,4350,904,1083
ETL.Transfer.Models.regionalStudentHistory,4351,905,649
ETL.Transfer.Models.regionalStudentHistory,4355,906,436
ETL.Transfer.Models.regionalStudentHistory,4357,906,462
ETL.Transfer.Models.regionalStudentHistory,4358,906,500
ETL.Transfer.Models.regionalStudentHistory,4374,907,246
ETL.Transfer.Models.regionalStudentHistory,4376,907,396
ETL.Transfer.Models.regionalStudentHistory,4382,907,733
ETL.Transfer.Models.regionalStudentHistory,4384,908,1372
ETL.Transfer.Models.regionalStudentHistory,4388,910,1361
ETL.Transfer.Models.regionalStudentHistory,4396,912,218
ETL.Transfer.Models.regionalStudentHistory,4403,913,435
ETL.Transfer.Models.regionalStudentHistory,4404,914,1370
ETL.Transfer.Models.regionalStudentHistory,4405,915,1376
ETL.Transfer.Models.regionalStudentHistory,4406,916,497
ETL.Transfer.Models.regionalStudentHistory,4408,917,1379
ETL.Transfer.Models.regionalStudentHistory,4409,918,1270
ETL.Transfer.Models.regionalStudentHistory,4422,921,1214
ETL.Transfer.Models.regionalStudentHistory,4423,921,1309
ETL.Transfer.Models.regionalStudentHistory,4424,921,1382
ETL.Transfer.Models.regionalStudentHistory,4425,921,1398
ETL.Transfer.Models.regionalStudentHistory,4426,921,1449
ETL.Transfer.Models.regionalStudentHistory,4427,921,1211
ETL.Transfer.Models.regionalStudentHistory,4428,922,495
ETL.Transfer.Models.regionalStudentHistory,4437,923,1116
ETL.Transfer.Models.regionalStudentHistory,4443,924,1396
ETL.Transfer.Models.regionalStudentHistory,4444,925,1021
ETL.Transfer.Models.regionalStudentHistory,4446,927,391
ETL.Transfer.Models.regionalStudentHistory,4448,928,1437
ETL.Transfer.Models.regionalStudentHistory,4452,929,1378
ETL.Transfer.Models.regionalStudentHistory,4462,932,766
ETL.Transfer.Models.regionalStudentHistory,4468,932,904
ETL.Transfer.Models.regionalStudentHistory,4476,932,1112
ETL.Transfer.Models.regionalStudentHistory,4477,932,1115
ETL.Transfer.Models.regionalStudentHistory,4478,932,1149
ETL.Transfer.Models.regionalStudentHistory,4479,932,1224
ETL.Transfer.Models.regionalStudentHistory,4482,932,1265
ETL.Transfer.Models.regionalStudentHistory,4486,933,1015
ETL.Transfer.Models.regionalStudentHistory,4487,933,1022
ETL.Transfer.Models.regionalStudentHistory,4488,934,1111
ETL.Transfer.Models.regionalStudentHistory,4489,934,1209
ETL.Transfer.Models.regionalStudentHistory,4493,935,766
ETL.Transfer.Models.regionalStudentHistory,4497,935,976
ETL.Transfer.Models.regionalStudentHistory,4502,935,1441
ETL.Transfer.Models.regionalStudentHistory,4503,935,1442
ETL.Transfer.Models.regionalStudentHistory,4504,935,1443
ETL.Transfer.Models.regionalStudentHistory,4509,935,288
ETL.Transfer.Models.regionalStudentHistory,4514,935,564
ETL.Transfer.Models.regionalStudentHistory,4522,936,1383
ETL.Transfer.Models.regionalStudentHistory,4528,937,216
ETL.Transfer.Models.regionalStudentHistory,4564,937,976
ETL.Transfer.Models.regionalStudentHistory,4572,937,1157
ETL.Transfer.Models.regionalStudentHistory,4573,937,1257
ETL.Transfer.Models.regionalStudentHistory,4578,938,1388
ETL.Transfer.Models.regionalStudentHistory,4579,939,1169
ETL.Transfer.Models.regionalStudentHistory,4606,942,1082
ETL.Transfer.Models.regionalStudentHistory,4607,942,1113
ETL.Transfer.Models.regionalStudentHistory,4608,943,395
ETL.Transfer.Models.regionalStudentHistory,4611,945,906
ETL.Transfer.Models.regionalStudentHistory,4613,945,566
ETL.Transfer.Models.regionalStudentHistory,4615,945,862
ETL.Transfer.Models.regionalStudentHistory,4620,945,1116
ETL.Transfer.Models.regionalStudentHistory,4622,945,1398
ETL.Transfer.Models.regionalStudentHistory,4629,946,1382
ETL.Transfer.Models.regionalStudentHistory,4631,946,1447
ETL.Transfer.Models.regionalStudentHistory,4633,947,1116
ETL.Transfer.Models.regionalStudentHistory,4634,947,1155
ETL.Transfer.Models.regionalStudentHistory,4635,947,1222
ETL.Transfer.Models.regionalStudentHistory,4638,947,1362
ETL.Transfer.Models.regionalStudentHistory,4659,947,433
ETL.Transfer.Models.regionalStudentHistory,4685,951,100
ETL.Transfer.Models.regionalStudentHistory,4687,952,1398
ETL.Transfer.Models.regionalStudentHistory,4691,952,1211
ETL.Transfer.Models.regionalStudentHistory,4692,952,1309
ETL.Transfer.Models.regionalStudentHistory,4693,952,1449
ETL.Transfer.Models.regionalStudentHistory,4694,953,689
ETL.Transfer.Models.regionalStudentHistory,4695,954,1396
ETL.Transfer.Models.regionalStudentHistory,4696,955,1207
ETL.Transfer.Models.regionalStudentHistory,4697,955,1208
ETL.Transfer.Models.regionalStudentHistory,4706,956,904
ETL.Transfer.Models.regionalStudentHistory,4713,956,1112
